,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
3810,512031.0,3.0,1.75,1540,3000,1.0,0,2,3,770,770,1920,1979
3811,310000.0,2.0,1.0,700,3000,1.0,0,0,4,700,0,1918,1974
3812,1075000.0,3.0,2.5,3280,10302,1.0,0,0,3,1680,1600,1970,2014
3813,255000.0,4.0,2.0,2430,8960,1.0,0,0,3,1430,1000,1960,2012
3821,895000.0,4.0,2.25,1950,5950,1.0,0,0,3,1330,620,1947,2012
3826,580000.0,3.0,2.25,1900,3960,1.5,0,0,3,1200,700,1905,2010
3831,480000.0,3.0,2.0,1470,10052,1.0,0,0,4,1470,0,1956,0
3836,185000.0,5.0,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999
3838,690000.0,3.0,1.5,1760,4000,2.0,0,0,3,1760,0,1922,2008
3843,540000.0,3.0,2.25,1320,1800,2.0,0,0,3,1320,0,1994,0
3848,732000.0,3.0,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0
3849,860000.0,4.0,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0
3850,389000.0,4.0,1.75,2400,7700,1.5,0,0,4,1500,900,1927,0
3851,645000.0,3.0,1.75,2270,11472,1.0,0,0,4,1370,900,1956,0
3853,550000.0,4.0,2.75,2160,5005,1.0,0,0,3,1430,730,1987,2000
3855,782000.0,2.0,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990
3856,545000.0,3.0,2.0,1340,7200,1.5,0,0,4,1340,0,1923,0
3862,723000.0,4.0,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954
3865,496000.0,2.0,1.0,900,9260,1.0,0,0,3,900,0,1946,0
3866,625000.0,3.0,3.0,1820,1641,3.0,0,0,3,1540,280,2006,0
3867,475000.0,4.0,2.0,2100,13468,1.0,0,0,5,1050,1050,1962,0
3871,660500.0,5.0,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0
3872,262000.0,5.0,1.0,1870,7800,1.0,0,0,3,1580,290,1962,2003
3873,2147500.0,3.0,3.5,4660,5500,2.0,0,4,5,3040,1620,1909,1988
3876,736000.0,2.0,1.0,1500,4000,1.0,0,0,3,1100,400,1933,0
3880,1054690.0,4.0,3.5,3390,3979,2.0,0,0,3,2610,780,2014,0
3881,334500.0,2.0,1.5,830,1858,2.0,0,0,3,830,0,2005,0
3886,265050.0,2.0,1.5,800,2119,2.0,0,0,3,800,0,2008,0
3890,445838.0,3.0,2.5,2250,5692,2.0,0,0,3,2250,0,2000,0
3902,575000.0,3.0,1.75,1530,6743,1.0,0,0,3,1410,120,1955,2005
3904,850000.0,3.0,2.5,3230,5000,2.0,0,2,5,2430,800,1945,0
3905,1015000.0,3.0,3.25,3620,4000,2.0,0,0,3,2730,890,2005,0
3914,588000.0,5.0,3.0,2190,4900,2.0,0,0,5,1490,700,1940,0
3920,715000.0,3.0,4.0,2080,2250,3.0,0,4,3,2080,0,1997,0
3921,529950.0,3.0,1.0,1240,5000,1.5,0,0,5,1240,0,1909,1988
3923,1755000.0,3.0,2.0,2360,4800,2.0,0,0,3,2360,0,1909,2014
3926,554729.0,4.0,2.5,2020,4350,2.0,0,0,5,1730,290,1943,0
3928,341000.0,3.0,1.0,1390,4814,1.5,0,0,3,1390,0,1908,1988
3932,430000.0,3.0,1.5,1810,5080,1.0,0,0,3,1030,780,1958,2004
3934,220000.0,4.0,1.0,1200,6000,1.5,0,0,3,1200,0,1923,1998
3935,1625000.0,4.0,3.25,2980,3600,2.0,0,0,3,2150,830,1999,0
3936,405500.0,2.0,2.75,1350,1252,2.0,0,0,3,1120,230,2006,0
3937,633000.0,4.0,2.5,2360,10000,1.0,0,3,3,1980,380,1977,2004
3941,255000.0,2.0,1.5,920,1598,2.0,0,0,3,920,0,1995,0
3943,370000.0,2.0,1.0,860,5040,1.0,0,0,3,860,0,1956,2001
3950,975000.0,6.0,2.75,2520,54160,2.0,1,4,3,2520,0,1954,2005
3952,439990.0,3.0,2.5,1930,1348,2.0,0,0,3,1300,630,2005,0
3955,609000.0,3.0,1.75,1630,1526,3.0,0,0,3,1630,0,2014,0
3956,425000.0,3.0,1.5,1400,1022,3.0,0,0,3,1400,0,2007,0
3963,1200000.0,4.0,2.5,2700,4275,2.0,0,0,3,2700,0,2004,2003
3964,1738000.0,4.0,2.25,2920,6513,2.0,0,0,4,2260,660,1937,0
3965,671000.0,4.0,3.0,3130,5700,1.5,0,0,3,1750,1380,1953,0
3966,459500.0,3.0,1.75,1470,4950,1.0,0,0,3,1030,440,1984,0
3967,499000.0,3.0,2.5,1540,1326,3.0,0,0,3,1390,150,1995,0
3968,1280000.0,4.0,2.5,3160,4620,1.5,0,4,3,2020,1140,1917,2005
3971,382500.0,2.0,1.0,1190,4440,1.0,0,0,3,1190,0,1981,2013
3973,530000.0,3.0,1.75,1320,2500,1.0,0,0,3,870,450,1918,0
3977,548800.0,4.0,1.0,1660,4704,1.5,0,0,3,1260,400,1930,1997
3979,588000.0,3.0,2.0,1860,4777,2.0,0,0,5,1860,0,1908,0
3982,445000.0,2.0,2.0,1240,2500,2.0,0,0,3,1240,0,1985,0
3985,300000.0,3.0,1.0,930,5160,1.5,0,0,5,930,0,1919,1934
3987,527000.0,6.0,3.5,3000,8401,1.0,0,0,3,1500,1500,1979,2014
3991,335950.0,2.0,1.5,800,5192,1.0,0,0,5,800,0,1951,0
3996,295000.0,3.0,1.5,1640,7222,2.0,0,0,4,1640,0,1908,0
3998,780000.0,4.0,2.0,2600,4800,1.0,0,2,3,1400,1200,1953,0
3999,437500.0,3.0,2.0,1490,4800,2.0,0,0,5,1490,0,1948,1985
4000,443000.0,5.0,1.75,1650,3000,1.5,0,0,3,1650,0,1902,0
4002,245000.0,2.0,1.0,1500,6685,1.0,0,0,3,1190,310,1926,2003
4004,536000.0,2.0,1.5,1130,746,2.0,0,0,3,1030,100,2009,0
4012,558000.0,2.0,2.0,1580,5750,1.0,0,0,5,790,790,1910,0
4017,1636000.0,3.0,2.5,3110,6765,2.0,0,1,4,2550,560,1946,1989
4022,631500.0,4.0,2.0,2530,5650,1.5,0,0,4,1910,620,1910,0
4023,570000.0,3.0,2.0,1640,2808,1.0,0,3,4,820,820,1924,0
4030,1450000.0,4.0,3.25,3770,4103,2.0,0,0,5,2710,1060,1925,0
4035,500000.0,3.0,2.5,1720,3012,2.0,0,0,3,1720,0,2011,0
4037,378000.0,3.0,2.5,1601,2491,3.0,0,0,3,1536,65,2007,0
4038,505000.0,2.0,2.25,1060,1209,2.0,0,0,3,940,120,2006,0
4041,510000.0,3.0,2.5,1420,1237,3.0,0,0,3,1420,0,2014,0
4042,1300000.0,4.0,2.25,2360,4000,2.0,0,0,3,2360,0,2013,1923
4043,374000.0,2.0,1.5,1260,1575,2.0,0,0,3,1260,0,2001,0
4045,230000.0,3.0,1.75,1140,1201,2.0,0,0,3,1140,0,2014,0
4047,438000.0,2.0,2.0,1270,1372,3.0,0,0,3,1270,0,2000,0
4051,315000.0,2.0,1.0,1080,2674,1.0,0,0,4,720,360,1919,1985
4058,780000.0,2.0,2.5,2560,2500,2.0,0,0,5,1690,870,1901,0
4066,480000.0,2.0,1.0,1060,3040,1.0,0,0,3,860,200,1924,2011
4067,330000.0,3.0,2.25,2220,4060,1.0,0,0,3,1330,890,1993,0
4071,326500.0,3.0,1.0,1060,7920,1.0,0,0,4,1060,0,1968,0
4073,267000.0,3.0,1.0,1400,8100,1.5,0,0,3,1400,0,1944,0
4075,362000.0,5.0,3.0,1810,3000,2.0,0,0,3,1810,0,1998,2006
4084,371500.0,3.0,1.0,1650,6400,1.0,0,0,4,980,670,1954,1979
4085,368000.0,4.0,1.75,2100,11942,1.0,0,0,3,1030,1070,1964,2000
4094,427550.0,2.0,1.0,880,4000,1.0,0,0,3,880,0,1940,1996
4095,235000.0,2.0,1.0,1020,7920,1.0,0,0,3,1020,0,1939,1969
4096,210000.0,3.0,2.0,960,9380,1.0,0,0,3,960,0,1949,1998
4097,485000.0,4.0,2.25,1900,7200,1.0,0,0,3,1370,530,1977,2004
4098,410000.0,3.0,2.0,1320,6000,1.5,0,0,4,1320,0,1920,0
4099,435000.0,4.0,2.75,2230,9640,1.0,0,0,3,1320,910,1998,2006
4102,210000.0,3.0,1.0,1070,8179,1.0,0,0,3,1070,0,1949,1998
4103,1050000.0,4.0,2.75,2250,3433,1.5,0,0,3,1500,750,1927,2013
4109,613000.0,2.0,2.0,1170,1890,1.5,0,1,4,1170,0,1927,0
4117,165000.0,1.0,1.0,850,8050,1.0,0,0,2,850,0,1906,0
4118,430000.0,3.0,2.0,1550,6039,1.0,0,0,5,830,720,1942,0
4120,1195000.0,4.0,3.5,3960,6654,2.0,0,0,3,2850,1110,2006,0
4121,201500.0,3.0,1.0,1320,5000,1.5,0,0,3,1320,0,1912,1994
4123,325000.0,2.0,1.0,800,7260,1.0,0,0,3,800,0,1953,0
4127,890000.0,4.0,2.75,2310,4020,3.0,0,0,5,2310,0,1979,0
4132,970000.0,5.0,2.75,3500,5040,2.0,0,2,3,2950,550,1927,2007
4134,399500.0,4.0,1.75,1360,4840,1.5,0,0,4,1360,0,1928,0
4136,1205000.0,4.0,3.5,3150,5500,2.0,0,0,3,3150,0,2014,0
4137,325000.0,2.0,1.0,810,4080,1.0,0,0,4,810,0,1941,1998
4140,517000.0,2.0,1.5,1920,3408,1.0,0,0,4,960,960,1912,1989
4142,1675000.0,3.0,2.5,3490,8343,2.0,1,4,4,2150,1340,1939,1991
4143,2180000.0,6.0,2.75,4710,11000,2.0,0,3,3,3690,1020,1931,0
4147,148000.0,2.0,1.0,630,4200,1.0,0,0,3,630,0,1930,1997
4148,950000.0,3.0,2.5,3480,7800,1.0,0,0,4,1750,1730,1941,1998
4149,405000.0,3.0,1.5,1010,7683,1.5,0,0,5,1010,0,1953,0
4159,674600.0,4.0,2.5,2610,5140,2.0,0,0,3,2610,0,2006,0
4162,320000.0,3.0,3.25,1450,1387,2.0,0,0,3,1180,270,2013,1923
4165,399950.0,5.0,2.75,1970,5400,1.0,0,0,3,1320,650,1986,0
4166,550000.0,3.0,2.0,1970,4166,2.0,0,3,5,1270,700,1929,0
4177,284000.0,4.0,1.75,1880,8800,1.0,0,0,3,1130,750,1960,2012
4178,737500.0,3.0,1.75,2320,10900,2.0,0,0,3,2320,0,1935,1974
4179,569000.0,3.0,3.25,2220,8227,1.5,0,0,5,1770,450,1929,0
4180,700000.0,3.0,1.0,1410,7200,2.0,0,0,4,1410,0,1901,0
4181,660000.0,3.0,1.0,1240,3500,1.0,0,0,4,1240,0,1927,0
4188,226550.0,3.0,1.0,990,4440,1.0,0,0,3,990,0,1943,2002
4196,810000.0,4.0,1.75,2000,3988,1.0,0,4,4,1000,1000,1958,1972
4199,275000.0,3.0,1.0,1200,7800,1.0,0,0,4,1200,0,1954,1979
4203,679000.0,4.0,2.75,2100,4480,1.5,0,0,4,1780,320,1928,0
4204,1465000.0,6.0,4.5,4230,6420,2.0,0,3,4,2360,1870,1916,0
4205,410000.0,3.0,1.75,1660,6250,1.0,0,0,3,830,830,1980,0
4209,1250000.0,4.0,2.5,2920,5500,1.0,0,3,3,2030,890,1957,2000
4211,425000.0,2.0,1.0,1320,8830,1.0,0,0,3,1020,300,1939,1969
4217,840000.0,3.0,2.0,2783,11177,2.0,0,0,3,2783,0,1910,1999
4221,599950.0,3.0,3.25,1830,1804,3.0,0,0,3,1830,0,2014,0
4222,299880.0,3.0,2.5,1460,3044,2.0,0,0,3,1460,0,2000,0
4228,680000.0,3.0,2.0,1780,5720,1.0,0,0,5,980,800,1925,0
4231,335500.0,3.0,1.0,1370,6780,2.0,0,0,3,1370,0,1930,1997
4237,321500.0,1.0,1.0,730,1942,1.0,0,0,3,730,0,2008,0
4243,599000.0,7.0,2.5,2580,5750,1.0,0,0,4,1880,700,1901,0
4244,759000.0,4.0,1.75,2100,4750,1.0,0,0,3,1340,760,1975,0
4245,300000.0,4.0,1.75,1820,5015,1.0,0,0,4,1190,630,1926,1993
4247,359000.0,3.0,1.5,1550,4980,1.0,0,0,3,1080,470,1978,0
4248,550000.0,4.0,1.0,1440,3600,1.5,0,0,4,1440,0,1924,0
4249,395000.0,2.0,1.0,930,6380,1.0,0,0,4,930,0,1940,2001
4255,380000.0,2.0,1.0,780,3910,1.0,0,0,3,780,0,1918,0
4256,625000.0,4.0,1.0,1600,5500,1.5,0,0,4,1600,0,1946,1989
4260,900000.0,4.0,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0
4263,580000.0,3.0,1.75,1850,5100,1.0,0,0,3,1020,830,1909,2004
4272,749000.0,4.0,2.75,2700,6000,2.0,0,0,4,2100,600,1910,0
4274,595000.0,4.0,3.25,3730,4560,2.0,0,0,3,2760,970,2013,1923
4275,487000.0,4.0,2.5,2540,5001,2.0,0,0,3,2540,0,2005,0
4276,760000.0,4.0,2.25,3300,8365,3.0,0,0,3,3300,0,2014,0
4279,374950.0,3.0,2.25,1390,1484,3.0,0,0,3,1390,0,2007,0
4280,440000.0,3.0,1.5,1270,1413,3.0,0,0,3,1270,0,2007,0
4287,775000.0,6.0,2.75,2980,5000,1.5,0,0,3,2480,500,1916,1986
4288,725000.0,2.0,1.75,1950,2719,1.0,0,0,5,1010,940,1919,1934
4290,350000.0,4.0,1.0,1170,8147,1.5,0,0,3,1170,0,1959,1989
4292,639000.0,4.0,2.0,1840,5419,1.0,0,0,4,920,920,1942,1982
4295,800000.0,3.0,2.75,2220,4000,2.0,0,0,3,1700,520,1914,2000
4297,279000.0,2.0,1.0,670,6300,1.0,0,0,5,670,0,1942,0
4301,880000.0,6.0,2.5,2640,3680,2.0,0,0,5,1760,880,1922,1956
4309,436110.0,3.0,2.5,1770,1235,3.0,0,0,3,1600,170,2007,0
4311,620000.0,3.0,1.5,1620,6630,1.0,0,0,3,1280,340,1954,2005
4312,254000.0,4.0,2.0,1510,4235,1.0,0,0,3,1510,0,1955,2005
4325,1234582.0,5.0,3.25,3240,6551,1.5,0,4,4,2500,740,1939,1989
4333,205425.0,2.0,1.75,880,6780,1.0,0,0,4,880,0,1945,0
4335,505000.0,3.0,2.25,1670,1596,2.0,0,0,3,1220,450,2002,0
4337,670000.0,3.0,2.5,2700,1438,2.0,0,0,3,1280,1420,2003,0
4338,202000.0,1.0,1.0,590,833,1.0,0,0,4,590,0,1926,1993
4342,291000.0,3.0,1.75,1560,9788,1.0,0,0,3,1560,0,1964,2000
4346,12899000.0,3.0,2.5,2190,11394,1.0,0,0,3,1550,640,1956,2001
4355,744312.5,4.0,2.5,2800,5900,1.0,0,0,3,1660,1140,1963,2008
4356,0.0,4.0,2.75,2600,5390,1.0,0,0,4,1300,1300,1960,2001
4359,439333.333333,3.0,3.5,3020,4082,2.0,0,0,3,2080,940,1954,2004
4366,330000.0,3.0,3.0,1680,1570,3.0,0,0,3,1680,0,2014,0
4384,554250.0,3.0,2.5,1490,1709,3.0,0,0,3,1490,0,2004,2003
4388,300000.0,3.0,2.0,1510,7066,1.0,0,2,3,1230,280,1973,2013
4391,274750.0,4.0,2.5,1840,1562,2.0,0,0,3,1400,440,2004,2003
4392,148612.5,3.0,1.0,1040,5000,1.0,0,0,3,1040,0,1959,1989
4393,326428.571429,3.0,1.0,1250,4800,1.0,0,0,4,1250,0,1951,1999
4395,135333.333333,4.0,1.0,1530,7200,1.5,0,0,3,1400,130,1948,1994
4396,577437.5,4.0,2.5,2110,3750,2.0,0,0,3,2110,0,2000,0
4397,440825.0,3.0,1.75,2150,4333,1.0,0,0,3,1200,950,1956,2001
4398,195000.0,5.0,3.75,5340,10655,2.5,0,3,4,3740,1600,1912,1989
4402,193000.0,3.0,1.5,2200,5000,1.5,0,0,3,2200,0,1932,0
4405,0.0,4.0,3.75,3300,4545,1.5,0,4,3,2600,700,1926,1999
4409,266066.666667,4.0,1.0,1310,5200,1.5,0,0,3,1160,150,1945,2010
4412,0.0,3.0,3.0,1860,7440,1.0,0,0,5,1040,820,1954,0
4427,450385.714286,3.0,2.0,1300,3731,1.0,0,0,3,900,400,1993,0
4433,308830.769231,2.0,1.0,810,4800,1.0,0,0,3,810,0,1919,2001
4435,287919.782609,2.0,1.0,1090,5000,1.0,0,0,4,730,360,1942,1982
4436,247875.0,2.0,1.0,1000,4776,1.0,0,0,4,1000,0,1942,1982
4438,173666.666667,4.0,1.0,1290,5000,1.5,0,0,3,1290,0,1957,2000
4441,790000.0,4.0,2.5,2310,5100,2.0,0,0,3,2310,0,2013,1923
4442,0.0,1.0,1.0,720,6000,1.0,0,0,3,720,0,1940,1996
4443,678333.333333,3.0,2.5,1840,3035,1.0,0,0,3,920,920,1926,2003
4448,0.0,5.0,2.75,2740,5616,1.5,0,0,5,1670,1070,1925,0
4449,535000.0,4.0,2.25,2290,5350,2.0,0,0,4,2120,170,1958,1972
4450,596165.428571,4.0,2.0,2580,6000,1.0,0,0,5,1300,1280,1950,0
4452,148612.5,3.0,1.0,1040,6860,2.0,0,0,3,1040,0,1942,1999
4460,535000.0,4.0,2.25,2980,8051,1.5,0,2,4,2020,960,1935,0
4464,440825.0,3.0,1.75,1980,6250,1.0,0,1,5,1090,890,1910,0
4465,2560498.33333,3.0,2.5,1710,1664,2.0,0,0,5,1300,410,2003,0
4466,423050.925926,2.0,1.0,890,4590,1.0,0,0,3,890,0,1923,1998
4475,458663.888889,2.0,1.0,1470,7137,1.0,0,0,3,1020,450,1941,1994
4477,135333.333333,4.0,1.0,1200,7200,1.5,0,0,3,1200,0,1944,0
4479,0.0,5.0,2.0,1910,7200,1.0,0,0,4,1110,800,1951,1999
4487,0.0,4.0,1.0,2080,3500,1.5,0,0,5,1260,820,1926,0
4489,790000.0,4.0,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984
4490,435500.0,3.0,3.5,1240,1666,2.0,0,0,3,1000,240,2008,0
4491,738190.857143,3.0,2.5,2300,3060,1.5,0,0,3,1510,790,1930,2002
4493,300000.0,3.0,2.0,2020,8555,1.0,0,0,4,1220,800,1957,2001
4494,1036200.0,4.0,3.25,2500,5801,1.5,0,0,3,1960,540,1926,2003
4495,163785.714286,2.0,1.0,760,5500,1.5,0,0,3,760,0,1947,2012
4496,351250.0,4.0,1.75,1580,5340,1.0,0,0,3,1130,450,1947,2012
4501,233166.666667,3.0,2.0,1570,7000,2.0,0,2,4,1050,520,1971,0
4504,331366.666667,3.0,2.5,1270,2509,2.0,0,0,3,1270,0,2004,2003
4506,337945.75,2.0,1.0,940,9839,1.0,0,0,3,940,0,1910,2006
4516,323833.333333,4.0,1.0,1940,5753,1.5,0,0,3,1940,0,1947,2012
4517,309000.0,3.0,2.5,1800,2700,2.0,0,0,3,1800,0,2011,0
4519,994500.0,4.0,2.25,2870,6280,1.5,0,0,4,1980,890,1905,0
4521,0.0,4.0,1.0,1810,7500,1.0,0,0,2,1410,400,1959,0
4522,0.0,2.0,2.25,1490,6770,1.5,0,0,3,1490,0,1926,2003
4525,379509.166667,2.0,1.0,880,6413,1.0,0,0,3,880,0,1950,2005
4530,362750.0,2.0,1.75,1240,3000,1.5,0,0,3,1240,0,1906,2014
4535,198995.0,3.0,1.0,1410,8053,1.0,0,0,4,1410,0,1951,1999
4539,190368.75,2.0,1.0,1120,5650,1.0,0,0,3,1120,0,1944,0
4543,360500.0,3.0,2.5,1150,887,3.0,0,0,3,1150,0,2007,0
4551,258125.0,2.0,1.0,930,7740,1.0,0,0,3,930,0,1924,2011
4555,0.0,2.0,1.5,1520,8040,1.0,0,0,5,1520,0,1951,0
4556,167500.0,1.0,1.0,690,1950,1.0,0,0,3,690,0,1928,1954
4557,471500.0,4.0,3.0,2370,3672,1.5,0,0,5,1650,720,1916,0
4558,0.0,4.0,4.25,3500,8750,1.0,0,4,5,2140,1360,1951,0
4559,464600.0,2.0,1.0,840,3400,1.0,0,2,4,840,0,1924,0
4561,433111.111111,3.0,2.25,1370,1524,3.0,0,0,3,1370,0,2005,0
4563,0.0,2.0,2.25,2130,4920,1.5,0,4,4,1530,600,1941,1998
4566,558653.846154,3.0,2.5,1530,3210,1.5,0,0,5,1010,520,1928,1970
4570,318000.0,2.0,1.75,1530,3503,1.0,0,1,4,830,700,1916,0
4571,550607.142857,4.0,2.0,1660,4800,1.5,0,0,3,1660,0,1922,2008
4572,1288333.33333,6.0,4.5,3830,4800,3.0,0,0,3,3050,780,1919,2004
4573,584000.0,3.0,1.75,1490,1036,2.0,0,0,3,1090,400,2008,0
4576,245000.0,3.0,3.0,2470,7410,2.0,0,0,5,1860,610,1977,0
4577,287919.782609,2.0,1.0,870,4600,1.0,0,0,4,870,0,1942,1982
4579,454790.0,2.0,1.75,1990,4000,1.0,0,0,5,1090,900,1952,1998
4581,473200.0,3.0,1.5,1740,4200,1.5,0,0,4,1640,100,1920,0
4582,406062.5,2.0,1.0,1290,4650,1.0,0,0,4,1290,0,1906,1990
4585,486895.0,3.0,1.0,1890,3330,1.5,0,0,4,1390,500,1901,0
4591,396166.666667,3.0,1.75,1880,5752,1.0,0,0,4,940,940,1945,0
4595,308166.666667,3.0,1.75,1510,6360,1.0,0,0,4,1510,0,1954,1979
4598,203400.0,4.0,2.0,2090,6630,1.0,0,0,3,1070,1020,1974,0
